"","id","country","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85to89","incidences_age90and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85to89","incidence_rate_age90and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","standardised_incidence_ratio_qf"
"24",24,"S92000003","C00-C97, excluding C44","All cancer types","All","d",2018,46,39,33,55,103,215,337,514,695,1219,2058,2940,3840,4922,5559,4898,3886,2235,1023,34617,16.6147755921723,12.9529806801311,11.4666944647139,19.3278137782713,29.3761978643789,56.2326724904535,93.2851314019344,147.702422722035,218.882471135858,325.68590413239,508.541168853954,760.357937205814,1141.81727355444,1638.41112069052,2051.55647408337,2563.02916766962,2770.60845014188,2744.04842293951,2439.95516015932,636.564241187179,629.87595203729,643.305849861184,655.2690294971,"648.282965502926"," ","662.292016394961"," ",306.193053905584,"302.592082604742"," ","309.815030954622"," ","100"," "
"25",25,"S92000003","C00-C97, excluding C44","All cancer types","All","d",2019,54,37,29,72,101,179,338,474,674,1145,2161,2854,3848,4826,5511,4794,3708,2264,1064,34133,19.8737647903134,12.3615175934464,9.84138403795381,25.5357180856723,29.068428808252,46.8273796287818,91.4841269626458,134.459693295738,210.999524155376,316.77262641856,538.781819541749,725.981435835604,1116.35571363503,1611.65359800163,1976.28883724933,2446.5299998469,2596.5113754928,2713.68468997591,2437.12492555774,624.768912562005,618.158300201681,631.432599185064,635.469230620482,"628.65905235874"," ","642.315590228326"," ",298.806437307612,"295.247722242753"," ","302.386176748542"," ","100"," "
"26",26,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",1995,36,18,18,23,55,93,103,140,181,335,577,981,1546,2058,2377,1794,1403,661,171,12570,22.1520739879271,10.8380850307982,11.0170580782578,14.7582533927941,30.8467142640815,47.2431345057759,51.4974251287436,75.9445604708563,108.847955642955,192.024395696361,405.307633410836,738.226750748762,1265.33585418355,1888.85319627369,2648.26141693684,3261.81818181818,3996.01253204215,4526.46716428131,3865.28028933092,512.360023200901,503.441833969878,521.396541743573,763.030519854916,"748.717842217827"," ","777.476829544663"," ",322.508505525106,"316.661479172487"," ","328.408279371952"," ","100"," "
"27",27,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",1996,35,8,15,37,57,98,119,167,196,429,656,1061,1516,2173,2514,2018,1454,651,205,13409,22.0804865277489,4.82876009512657,9.23037161476121,23.5208859109893,33.6362563436799,50.70469173617,59.9453942794967,89.2384804877658,116.554275044303,243.10632076434,448.728033873494,805.790145209308,1242.74518805128,2003.65138494449,2814.41013814567,3481.77159716351,4185.25661322357,4325.58139534884,4432.43243243243,547.972636104323,538.736512969053,557.327383465591,805.934458792986,"791.325316945648"," ","820.675372601941"," ",341.631144306286,"335.625371513941"," ","347.689438196028"," ","100"," "
"28",28,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",1997,31,22,26,23,60,78,110,157,170,364,635,968,1414,2093,2244,2051,1323,638,202,12609,20.013169957004,13.2604410904905,15.9237619275101,14.4259416062972,37.4709600059954,41.9061945951754,55.6370441555814,82.5455577871481,99.0878092851106,215.647475621171,403.702620570397,732.9835002991,1159.08289819908,1921.24105011933,2536.45303492709,3349.39168776027,3901.73410404624,4104.74168435952,4176.14223692371,516.27099129435,507.298575207302,525.362270587158,752.378474687338,"738.369413356625"," ","766.517362122166"," ",317.829449616082,"312.054088214874"," ","323.657032172286"," ","100"," "
"29",29,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",1998,31,13,23,30,49,80,118,144,187,336,640,993,1436,2030,2294,2073,1205,605,196,12483,20.4057452046499,7.92663593570889,13.9103087483746,18.6055742300393,31.9465905164264,44.922116280898,60.3413890792313,74.8281291408795,107.100107100107,202.641577709426,391.324817942243,742.679780112935,1161.73710439454,1860.4395402973,2584.00261328948,3238.91067606206,3709.2901557594,3742.4223679327,3768.50605652759,511.810006678991,502.87053584721,520.868504848206,731.704357103557,"718.114955860978"," ","745.419371385539"," ",311.927520853407,"306.229302371786"," ","317.677539119189"," ","100"," "
"30",30,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",1999,36,17,20,25,35,84,114,143,187,300,641,980,1494,1948,2280,2075,1148,709,192,12428,24.1763260043249,10.4451476145126,12.0299304670019,15.5638147532513,22.9469074125067,49.7162033392717,59.1712905050841,73.6733642452344,105.009574402372,182.047672217098,382.544968429596,719.112996132933,1198.17146523378,1788.10743331314,2557.77428763742,3110.80461148674,3637.86164717812,4302.44553674373,3475.74221578566,510.068601518139,501.139941041188,519.116410104424,723.076253209363,"709.673276782179"," ","736.602875605514"," ",307.825444625796,"302.179482798492"," ","313.522940115187"," ","100"," "
"31",31,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2000,27,22,12,24,53,85,118,147,216,343,649,962,1499,1867,2292,2086,1273,660,206,12541,18.5623143768562,13.7342914042064,7.24305270528019,14.9288082456784,34.4200545525393,53.0176392804571,63.0533869821473,75.2584128154326,118.893628732627,208.018727750183,378.251417714289,698.255088116598,1196.04244793745,1706.45656624744,2556.43794057286,3168.7199039966,3712.01959526448,3953.0426449449,3465.6796769852,515.681809397161,506.695473787486,524.78751729829,719.205097234652,"706.016160085335"," ","732.514395183508"," ",306.884506073851,"301.26620326133"," ","312.553994487101"," ","100"," "
"32",32,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2001,29,16,22,27,57,73,99,139,217,328,678,1052,1474,2030,2299,2052,1301,637,229,12759,20.4553790593347,10.2331233411148,13.2738824296032,16.7563441380723,36.1425156459048,47.6747147680592,53.7511808971561,71.3955519030253,117.578213894819,196.142921213933,389.794064551737,740.954648222624,1182.77671679158,1841.18634075552,2547.65070921986,3099.97885004683,3518.78397749709,3818.71590432228,3596.67033139626,524.256358441949,515.19864671946,533.433350747016,718.996501053158,"705.970968460867"," ","732.139451430861"," ",309.226278898857,"303.599495995801"," ","314.904010422078"," ","100"," "
"33",33,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2002,30,22,25,34,42,74,116,155,236,338,621,1052,1593,2066,2291,2177,1434,612,244,13162,21.7288958099446,14.2911894816845,15.1278606784543,21.0249021414481,25.992189965777,50.1039318044863,65.1740315195101,79.9051448602949,125.267387484939,197.953697575946,371.903053677409,686.890319547645,1272.94375234731,1864.50314510816,2508.45824528364,3284.35218152194,3633.87562718565,3685.63685636856,3751.53751537515,540.392957072796,531.199883767643,549.705212331736,730.930978470335,"717.897425221698"," ","744.080158116696"," ",314.102637881224,"308.448432078086"," ","319.807486509711"," ","100"," "
"34",34,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2003,35,30,24,42,46,64,109,131,218,370,606,1079,1552,2035,2406,2126,1487,682,250,13292,25.8211113406321,19.7778290536309,14.7083157139968,25.7480734923583,28.0125691179695,44.4262420258366,63.1550891993209,67.9136511623084,113.988120137204,212.983962883227,369.406328674099,676.188029153167,1224.97947843657,1809.24269634951,2608.97852960312,3174.12920467609,3608.69776246178,4268.63616448645,3750.93773443361,545.181306007002,535.952047522068,554.529624821539,732.685588878644,"719.659509621989"," ","745.8268822967"," ",313.334815408368,"307.699500427097"," ","319.020558265639"," ","100"," "
"35",35,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2004,23,23,22,20,43,52,93,140,224,368,709,1152,1612,2156,2313,2142,1576,664,279,13611,17.054470495766,15.3476578139597,13.5480493887982,12.2229216449608,26.1721151329604,35.7339197361187,55.9819413092551,73.1227051222455,115.555647266387,207.59879276789,434.524137846501,702.409043516435,1243.08859705268,1891.32761373406,2490.68550384425,3157.28962457439,3652.03689113408,4181.62352792997,4121.12259970458,556.322378416114,547.01506907067,565.74832963579,738.950809975508,"725.934969863355"," ","752.08069847338"," ",314.739145462335,"309.166982307257"," ","320.360385728753"," ","100"," "
"36",36,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2005,32,12,22,34,67,67,96,172,266,325,612,1205,1555,2040,2308,2144,1493,643,239,13332,23.5710076605775,8.10476762955809,13.6848260160983,20.7627248022961,40.3150591788966,44.6119426836414,59.5470700980666,91.472818745546,135.056231118783,179.134422470622,374.183765804984,715.762212507128,1182.38362455708,1777.00348432056,2453.9094562698,3113.38289962825,3471.77006790066,3620.4954954955,3403.10408657269,541.670695745374,532.514576046536,550.944753669667,704.640680953903,"692.206306503302"," ","717.1842113837"," ",304.756520591493,"299.281749015387"," ","310.280226953282"," ","100"," "
"37",37,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2006,27,10,13,25,53,73,90,135,213,364,631,1179,1656,2061,2405,2208,1560,780,278,13761,19.6768621963751,6.89070650413787,8.21018062397373,15.1590487393735,31.6251760269232,47.0685330737042,57.6483323618522,72.4369396197866,107.753169359653,196.874881685768,380.776518580204,690.928270042194,1219.52117592477,1804.47573019542,2526.73824882856,3154.91669762524,3576.50511256821,4001.43641307136,3918.8046236256,555.985622998032,546.734571419312,565.353950326286,722.649383241213,"710.097004243365"," ","735.310212771532"," ",306.986296170137,"301.567627424965"," ","312.452546283829"," ","100"," "
"38",38,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2007,27,15,11,31,44,65,98,130,230,383,660,1174,1807,2128,2274,2277,1552,794,266,13966,19.1867653956027,10.5811894667786,6.99914737659231,18.5647640777804,26.0038060116072,40.1762811597965,64.3293663557414,71.1113056035709,115.904051602499,202.436639446074,389.068358131529,716.019565509081,1227.36473177292,1846.96569920844,2364.51357983613,3177.54922619629,3500.146591191,3792.87283844464,3797.82981153626,559.409971885303,550.170226638557,568.765980695913,715.064930331103,"702.734206007752"," ","727.501412312027"," ",306.317406875761,"300.953809818649"," ","311.727721536939"," ","100"," "
"39",39,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2008,32,19,12,26,55,90,82,168,272,395,665,1168,1891,2196,2457,2214,1618,861,259,14480,22.1159428302878,13.6562926759146,7.69561285936909,15.6309179557164,31.9316314741383,54.0634705143839,54.5310660823419,94.0407285917401,137.470939047812,204.630344348835,384.373067297077,724.709619775638,1229.64677729803,1873.62421719025,2506.06882764529,3028.89350990478,3570.32525707225,3902.99184043518,3754.16727061893,575.677315371777,566.338480874769,585.131541377458,725.018260784906,"712.730857622818"," ","737.409222787814"," ",313.640181037036,"308.234161505567"," ","319.092545672091"," ","100"," "
"40",40,"S92000003","C00-C97, excluding C44","All cancer types","Male"," ",2009,30,10,17,40,56,83,97,147,234,378,709,1235,1962,2317,2538,2345,1592,881,277,14948,20.3796040922245,7.25136869584134,11.0253583241455,23.7840409085504,32.3258445126879,49.5291744739763,63.6934310403698,84.8151951903438,119.187082972546,193.010763669043,401.013563194986,770.767022405292,1242.03156355441,1931.6220790156,2542.93329058373,3158.54693371766,3427.85780419008,3763.67053998633,3934.65909090909,590.370577206909,580.943898258251,599.911882839701,734.093159556386,"721.852758703416"," ","746.435044177212"," ",317.605060646548,"312.218009607219"," ","323.037551377868"," ","100"," "
