tweet_id,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url
337,https://twitter.com/CodeClanScot/status/1130776345863233536,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
336,https://twitter.com/CodeClanScot/status/1130776181710741505,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
335,https://twitter.com/CodeClanScot/status/1130482539683110912,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
334,https://twitter.com/CodeClanScot/status/1130461794957500417,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
333,https://twitter.com/CodeClanScot/status/1130453287117971456,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
332,https://twitter.com/CodeClanScot/status/1130453006896553989,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
331,https://twitter.com/CodeClanScot/status/1130440208137297920,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
330,https://twitter.com/CodeClanScot/status/1130438861593763840,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
329,https://twitter.com/CodeClanScot/status/1130416635750297600,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
328,https://twitter.com/CodeClanScot/status/1130395217813745664,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
327,https://twitter.com/CodeClanScot/status/1130395041254518784,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
326,https://twitter.com/CodeClanScot/status/1130392750975803392,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
325,https://twitter.com/CodeClanScot/status/1130389467376832513,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
324,https://twitter.com/CodeClanScot/status/1129748808139759616,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
323,https://twitter.com/CodeClanScot/status/1129431774206017536,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
322,https://twitter.com/CodeClanScot/status/1129416802205876224,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
321,https://twitter.com/CodeClanScot/status/1129410758847148033,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
320,https://twitter.com/CodeClanScot/status/1129410747677720577,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
319,https://twitter.com/CodeClanScot/status/1129410746469822465,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
318,https://twitter.com/CodeClanScot/status/1129383207969992705,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
317,https://twitter.com/CodeClanScot/status/1129383084762247177,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
316,https://twitter.com/CodeClanScot/status/1129295676825886721,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
315,https://twitter.com/CodeClanScot/status/1129073528559546369,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
314,https://twitter.com/CodeClanScot/status/1129017480544968704,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
313,https://twitter.com/CodeClanScot/status/1129009657626931207,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
312,https://twitter.com/CodeClanScot/status/1129001203734601728,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
311,https://twitter.com/CodeClanScot/status/1128976684634562561,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
310,https://twitter.com/CodeClanScot/status/1128953925741240322,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
309,https://twitter.com/CodeClanScot/status/1128941881403084800,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
308,https://twitter.com/CodeClanScot/status/1128673425210400768,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
307,https://twitter.com/CodeClanScot/status/1128672917494161409,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
306,https://twitter.com/CodeClanScot/status/1128660601360801792,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
305,https://twitter.com/CodeClanScot/status/1128655726854004736,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
304,https://twitter.com/CodeClanScot/status/1128653076544540673,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
303,https://twitter.com/CodeClanScot/status/1128650783845691394,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
302,https://twitter.com/CodeClanScot/status/1128650612504182784,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
301,https://twitter.com/CodeClanScot/status/1128650573090365441,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
300,https://twitter.com/CodeClanScot/status/1128640596913074178,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
299,https://twitter.com/CodeClanScot/status/1128630757734350848,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
298,https://twitter.com/CodeClanScot/status/1128629999010029568,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
297,https://twitter.com/CodeClanScot/status/1128624871100039168,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
296,https://twitter.com/CodeClanScot/status/1128618877485748224,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
295,https://twitter.com/CodeClanScot/status/1128608577495687168,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
294,https://twitter.com/CodeClanScot/status/1128606992010969090,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
293,https://twitter.com/CodeClanScot/status/1128605418480197632,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
292,https://twitter.com/CodeClanScot/status/1128605003118202880,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
291,https://twitter.com/CodeClanScot/status/1128604113699311617,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
290,https://twitter.com/CodeClanScot/status/1128603239094550528,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
289,https://twitter.com/CodeClanScot/status/1128601847730667520,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
288,https://twitter.com/CodeClanScot/status/1128601576128569344,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
287,https://twitter.com/CodeClanScot/status/1128600751348047872,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
286,https://twitter.com/CodeClanScot/status/1128600718204645376,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
285,https://twitter.com/CodeClanScot/status/1128598020809998336,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
284,https://twitter.com/CodeClanScot/status/1128594306183368704,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
283,https://twitter.com/CodeClanScot/status/1128594271307751425,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
282,https://twitter.com/CodeClanScot/status/1128593255703162880,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
281,https://twitter.com/CodeClanScot/status/1128589563868450816,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
280,https://twitter.com/CodeClanScot/status/1128575304744697856,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
279,https://twitter.com/CodeClanScot/status/1128575151866568704,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
278,https://twitter.com/CodeClanScot/status/1128290232800096257,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
277,https://twitter.com/CodeClanScot/status/1128290035931992064,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
276,https://twitter.com/CodeClanScot/status/1128289920815177728,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
275,https://twitter.com/CodeClanScot/status/1128289722701361152,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
274,https://twitter.com/CodeClanScot/status/1128253511437832192,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
273,https://twitter.com/CodeClanScot/status/1128251740711788547,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
272,https://twitter.com/CodeClanScot/status/1128249687939661824,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
271,https://twitter.com/CodeClanScot/status/1128249262876319744,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
270,https://twitter.com/CodeClanScot/status/1128231032136830976,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
269,https://twitter.com/CodeClanScot/status/1128213648005050368,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
268,https://twitter.com/CodeClanScot/status/1127903113531285504,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
267,https://twitter.com/CodeClanScot/status/1127851192418230275,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
266,https://twitter.com/CodeClanScot/status/1126824585750556672,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
265,https://twitter.com/CodeClanScot/status/1126796949968031744,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
264,https://twitter.com/CodeClanScot/status/1126769576484556802,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
263,https://twitter.com/CodeClanScot/status/1126583379531636736,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
262,https://twitter.com/CodeClanScot/status/1126582093079883776,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
261,https://twitter.com/CodeClanScot/status/1126580814559551488,CodeClan,Edinburgh & Glasgow & Inverness,Change your career through our immersive full time courses or up-skill through our range of short courses. Join our team and hire job-ready talent!,https://t.co/cT46pkkCBO,FALSE,5835,2632,119,6103,4443,13/05/15 08:21,FALSE,https://t.co/cT46pkkCBO
